stt,ma_ck,url,datetime,ngay_su_kien,nhan_duyen,nhan_an,nhan_final,nguon_nhan
714,STB,https://cafef.vn/no-xau-cua-sacombank-hien-nay-con-bao-nhieu-188240503102855754.chn,5/3/2024 10:28,5/3/2024,trung_tinh,,trung_tinh,duyen
715,PLX,https://cafef.vn/petrolimex-muon-sap-nhap-mot-tong-cong-ty-van-tai-von-dieu-le-300-ti-dong-188250310195231501.chn,3/10/2025 20:52,3/11/2025,trung_tinh,trung_tinh,trung_tinh,nhat_tri
716,TCB,https://cafef.vn/techcombank-chinh-thuc-ket-noi-voi-ung-dung-vneid-ho-tro-khach-hang-nhan-tien-an-sinh-xa-hoi-an-toan-va-tien-loi-188250830132651567.chn,8/30/2025 13:26,9/1/2025,trung_tinh,trung_tinh,trung_tinh,nhat_tri
717,SSI,https://cafef.vn/chuyen-gi-dang-xay-ra-voi-co-phieu-nhom-chung-khoan-1882501161045417.chn,1/16/2025 10:45,1/16/2025,trung_tinh,,trung_tinh,duyen
718,VHM,https://cafef.vn/sieu-du-an-khu-do-thi-240ha-hon-23000-ty-dong-cua-vinhomes-vhm-tai-hai-phong-don-tin-vui-188250325173437455.chn,3/25/2025 17:32,3/26/2025,trung_tinh,trung_tinh,trung_tinh,nhat_tri
719,SAB,https://cafef.vn/tung-la-nuoc-tieu-thu-bia-lon-nhat-dong-nam-a-thi-truong-viet-nam-dang-yeu-di-ro-ret-nhin-tu-kqkd-cua-ong-lon-sabeco-habeco-va-thanh-vien-188231030071727492.chn,10/30/2023 7:17,10/30/2023,tieu_cuc,,tieu_cuc,duyen
720,TCB,https://cafef.vn/nho-dau-loi-nhuan-techcombank-tang-manh-trong-9-thang-dau-nam-dan-dau-nhom-ngan-hang-tu-nhan-188241026171305224.chn,10/26/2024 17:12,10/28/2024,tich_cuc,tich_cuc,tich_cuc,nhat_tri
721,HPG,https://cafef.vn/hoa-phat-no-vay-gan-100000-ty-chi-phi-lai-vay-tang-vot-vi-mot-ly-do-dac-biet-188251030223432631.chn,10/31/2025 0:01,10/31/2025,,trung_tinh,trung_tinh,an
722,TCB,https://cafef.vn/khong-chi-so-ke-tai-tro-2-show-anh-trai-vib-vua-gia-nhap-cuoc-dua-moi-voi-techcombank-trong-mot-mang-kinh-doanh-day-tiem-nang-188250218175929329.chn,2/18/2025 17:59,2/19/2025,,trung_tinh,trung_tinh,an
723,VIC,https://cafef.vn/tu-vom-thep-lon-nhat-hanh-tinh-den-he-sinh-thai-1-trieu-ty-vingroup-2025-cam-re-sau-vao-noi-dia-vuon-tay-siet-chat-chau-a-188251215183916493.chn,12/16/2025 13:00,12/16/2025,,trung_tinh,trung_tinh,an
724,VIC,https://cafef.vn/loi-hua-1000-ty-vingroup-tai-tro-15-phong-cap-cuu-di-dong-cho-bac-ninh-188251101124508606.chn,11/1/2025 12:58,11/3/2025,trung_tinh,,trung_tinh,duyen
725,VJC,https://cafef.vn/hang-hang-khong-cua-ty-phu-nguyen-thi-phuong-thao-dat-hang-20-may-bay-than-rong-a330neo-188250526130008789.chn,5/26/2025 13:20,5/26/2025,trung_tinh,,trung_tinh,duyen
726,TCB,https://cafef.vn/con-trai-ty-phu-ho-hung-anh-da-bat-tay-cung-1-lao-lang-lap-cong-ty-trien-khai-du-an-mang-blockchain-viet-nam-ra-mat-ngay-dau-thang-5-188250429013226252.chn,4/29/2025 1:32,4/29/2025,trung_tinh,trung_tinh,trung_tinh,nhat_tri
727,HPG,https://cafef.vn/hoa-phat-nop-don-khoi-xuong-dieu-tra-chong-ban-pha-gia-hrc-trung-quoc-vao-tuan-truoc-188240326222036405.chn,3/27/2024 0:10,3/27/2024,trung_tinh,trung_tinh,trung_tinh,nhat_tri
728,VNM,https://cafef.vn/co-dong-vinamilk-sap-nhan-hon-4000-ty-dong-tien-co-tuc-chot-danh-sach-trong-thang-5-188250502165339961.chn,5/2/2025 16:53,5/5/2025,,tich_cuc,tich_cuc,an
729,MWG,https://cafef.vn/the-gioi-di-dong-mwg-trien-khai-mua-10-trieu-co-phieu-quy-gia-toi-da-len-den-200000-dongcp-188251019032147541.chn,10/19/2025 3:21,10/20/2025,tich_cuc,tich_cuc,tich_cuc,nhat_tri
730,FPT,https://cafef.vn/fpt-va-fpt-telecom-dinh-nghia-lai-quyen-luc-quan-tri-188260319133353302.chn,3/19/2026 13:33,3/19/2026,,trung_tinh,trung_tinh,an
731,HPG,https://cafef.vn/qua-dam-thep-85000-ty-dong-sieu-du-an-dua-san-pham-made-in-vietnam-but-pha-tren-truong-quoc-te-18825052016515488.chn,5/20/2025 16:51,5/21/2025,trung_tinh,trung_tinh,trung_tinh,nhat_tri
732,MBB,https://cafef.vn/jpmorgan-dang-so-huu-tren-1-von-tai-mb-188240814114043618.chn,8/14/2024 11:40,8/14/2024,,trung_tinh,trung_tinh,an
733,VIC,https://cafef.vn/850000-ty-von-hoa-vingroup-dung-o-dau-tren-ban-do-nhung-ga-khong-lo-lon-nhat-dong-nam-a-188251028222822776.chn,10/29/2025 0:05,10/29/2025,trung_tinh,,trung_tinh,duyen
734,VIC,https://cafef.vn/vinfast-tang-von-dieu-le-vuot-vingroup-188260110093915797.chn,1/10/2026 9:59,1/12/2026,,trung_tinh,trung_tinh,an
735,MWG,https://cafef.vn/chu-tich-the-gioi-di-dong-nguyen-duc-tai-lan-thu-hai-khong-mua-het-luong-co-phieu-mwg-dang-ky-188240110233629833.chn,1/11/2024 0:05,1/11/2024,trung_tinh,tieu_cuc,tieu_cuc,bat_dong_uu_tien_an
736,VIC,https://cafef.vn/co-phieu-hdbank-vietjet-air-lien-tuc-tang-tai-san-ty-phu-nguyen-thi-phuong-thao-tang-them-6000-ty-trong-mot-ngay-188250724111538787.chn,7/24/2025 11:15,7/24/2025,trung_tinh,trung_tinh,trung_tinh,nhat_tri
737,VHM,https://cafef.vn/vinhomes-tai-co-cau-nhan-su-188250811235649286.chn,8/12/2025 0:01,8/12/2025,,trung_tinh,trung_tinh,an
738,MWG,https://cafef.vn/ceo-bach-hoa-xanh-muon-ban-bot-co-phieu-the-gioi-di-dong-mwg-du-thu-ve-hang-chuc-ty-188250818222557993.chn,8/19/2025 0:03,8/19/2025,,trung_tinh,trung_tinh,an
739,BID,https://cafef.vn/bidv-se-phat-hanh-co-phieu-rieng-le-voi-gia-bao-nhieu-188240322171835862.chn,3/22/2024 19:17,3/25/2024,trung_tinh,,trung_tinh,duyen
740,GVR,https://cafef.vn/mot-so-cong-ty-con-cua-gvr-thua-lo-rui-ro-mat-von-nha-nuoc-188260301082350698.chn,3/1/2026 8:23,3/2/2026,,tieu_cuc,tieu_cuc,an
741,VNM,https://cafef.vn/co-phieu-vinamilk-bat-ngo-giao-dich-bung-no-ga-khong-lo-nganh-sua-noi-song-tro-lai-188240216223146326.chn,2/18/2024 0:06,2/19/2024,tich_cuc,tich_cuc,tich_cuc,nhat_tri
742,VIC,https://cafef.vn/thi-cong-than-toc-nha-may-vinfast-tai-an-do-hoan-thanh-90-chi-sau-hon-1-nam-dong-tho-san-sang-san-xuat-trong-3-thang-toi-188250326194159382.chn,3/26/2025 19:50,3/27/2025,trung_tinh,,trung_tinh,duyen
743,SHB,https://cafef.vn/dai-hoi-co-dong-shb-tang-qua-cho-co-dong-du-hop-truoc-gio-khai-mac-co-gan-1400-nguoi-toi-188240425142227438.chn,4/25/2024 14:30,4/25/2024,trung_tinh,,trung_tinh,duyen
744,HPG,https://cafef.vn/vcbs-cac-dn-thep-xay-dung-dang-cat-giam-nhan-su-thanh-ly-tai-san-ban-co-phan-de-duy-tri-nguon-von-hoat-dong-188240809103428253.chn,8/9/2024 11:07,8/9/2024,tieu_cuc,,tieu_cuc,duyen
745,VCB,https://cafef.vn/ban-do-19-ong-lon-quyen-luc-nhat-cac-tinh-thanh-viet-nam-14-trieu-ty-dang-phan-bo-o-dau-188250824075209533.chn,8/24/2025 7:52,8/25/2025,trung_tinh,,trung_tinh,duyen
746,VPB,https://cafef.vn/gan-500-nhan-vien-vpbank-duoc-phan-phoi-hon-30-trieu-co-phieu-esop-gia-hoi-188231004115152877.chn,10/4/2023 11:51,10/4/2023,trung_tinh,trung_tinh,trung_tinh,nhat_tri
747,SSI,https://cafef.vn/ssi-chi-dam-450-ty-dong-mua-toa-nha-van-phong-tai-ha-noi-tu-1-tap-doan-bat-dong-san-lon-18825051523320764.chn,5/16/2025 0:01,5/16/2025,,trung_tinh,trung_tinh,an
748,HPG,https://cafef.vn/hoa-phat-bat-tay-sms-group-se-tro-thanh-doanh-nghiep-duy-nhat-o-dong-nam-a-san-xuat-duoc-thep-ray-cho-duong-sat-cao-toc-188250529101526212.chn,5/29/2025 10:14,5/29/2025,trung_tinh,trung_tinh,trung_tinh,nhat_tri
749,ACB,https://cafef.vn/gan-583-trieu-co-phieu-acb-sap-ve-tai-khoan-nha-dau-tu-18824060721220172.chn,6/7/2024 21:19,6/10/2024,trung_tinh,,trung_tinh,duyen
750,VIC,https://cafef.vn/chuyen-gi-dang-xay-ra-voi-co-phieu-vingroup-188250325104503465.chn,3/25/2025 10:44,3/25/2025,,trung_tinh,trung_tinh,an
751,HPG,https://cafef.vn/thep-cuon-can-nong-hoa-phat-quy-32025-tang-71-so-voi-cung-ky-188251009083856056.chn,10/9/2025 8:39,10/9/2025,trung_tinh,,trung_tinh,duyen
752,HPG,https://cafef.vn/sau-thaco-thu-tuong-tiep-tuc-de-nghi-them-cong-ty-cua-mot-vi-ty-phu-khac-tham-gia-vao-qua-trinh-xay-dung-duong-sat-cao-toc-bac-nam-188250209232622686.chn,2/10/2025 0:01,2/10/2025,,trung_tinh,trung_tinh,an
753,VPB,https://cafef.vn/moodys-giu-nguyen-xep-hang-tin-nhiem-cua-vpbank-va-fe-credit-nang-trien-vong-cua-fe-credit-len-on-dinh-18825042411510672.chn,4/24/2025 11:51,4/24/2025,,tich_cuc,tich_cuc,an
754,MWG,https://cafef.vn/doanh-thu-tren-cua-hang-cua-bach-hoa-xanh-thang-4-len-cao-nhat-tu-truoc-den-nay-vuot-ngoai-mo-uoc-cua-ong-nguyen-duc-tai-188240513100509317.chn,5/13/2024 10:05,5/13/2024,,tich_cuc,tich_cuc,an
755,SAB,https://cafef.vn/doanh-thu-sabeco-len-cao-nhat-2-nam-con-bao-thoi-nong-do-con-da-o-phia-sau-188250218160705114.chn,2/18/2025 16:07,2/19/2025,trung_tinh,,trung_tinh,duyen
756,VHM,https://cafef.vn/vdsc-doanh-so-2024-cua-vinhomes-chu-yeu-den-tu-ocean-park-23-va-vu-yen-se-trien-khai-cac-du-an-moi-tiem-nang-18824040903212304.chn,4/9/2024 6:56,4/9/2024,,trung_tinh,trung_tinh,an
757,VNM,https://cafef.vn/tang-truong-tai-cac-thi-truong-chu-luc-thuc-day-doanh-so-xuat-khau-cua-vinamilk-18824041914435527.chn,4/19/2024 14:37,4/19/2024,tich_cuc,tich_cuc,tich_cuc,nhat_tri
758,VRE,https://cafef.vn/co-phieu-vincom-retail-lan-dau-tang-tran-ke-tu-khi-vingroup-thoai-von-188240625114704968.chn,6/25/2024 11:56,6/25/2024,,trung_tinh,trung_tinh,an
759,VIB,https://cafef.vn/co-dong-mot-ngan-hang-don-tin-vui-du-kien-sap-duoc-tam-ung-co-tuc-tien-mat-188231201145513849.chn,12/1/2023 14:58,12/1/2023,trung_tinh,,trung_tinh,duyen
760,VIC,https://cafef.vn/vinfast-lap-ky-luc-ban-giao-hon-20000-o-to-dien-trong-thang-122024-luy-ke-ca-nam-hon-87000-xe-188250111110116882.chn,1/11/2025 11:01,1/13/2025,,tich_cuc,tich_cuc,an
761,FPT,https://cafef.vn/ong-lon-tai-chinh-nhat-ban-muon-mua-35-von-cong-ty-con-5-ngay-tuoi-cua-fpt-18824121014025991.chn,12/10/2024 14:32,12/10/2024,trung_tinh,trung_tinh,trung_tinh,nhat_tri
762,VIC,https://cafef.vn/vingroup-sap-nhap-2-cong-ty-cong-nghe-vinapp-va-vinsmart-future-188251107075214216.chn,11/7/2025 8:38,11/7/2025,,trung_tinh,trung_tinh,an
763,PLX,https://cafef.vn/doanh-nghiep-nha-nuoc-sap-chi-1500-ty-tra-co-tuc-sau-khi-mien-nhiem-tong-giam-doc-188250605141134197.chn,6/5/2025 14:11,6/5/2025,,trung_tinh,trung_tinh,an
764,VNM,https://cafef.vn/chung-khoan-hsc-vinamilk-o-thoi-diem-thien-thoi-dia-loi-nhan-hoa-188230907182116137.chn,11/7/2023 18:20,11/8/2023,tich_cuc,trung_tinh,trung_tinh,bat_dong_uu_tien_an
765,VIC,https://cafef.vn/bo-cong-thuong-tu-choi-de-xuat-cua-vinenergo-ve-uu-tien-ky-hop-dong-mua-ban-dien-tu-du-an-pin-luu-tru-nang-luong-bess-188251121115037788.chn,11/21/2025 11:50,11/21/2025,trung_tinh,,trung_tinh,duyen
766,HPG,https://cafef.vn/psi-hoa-phat-tang-toc-san-xuat-ton-kho-de-chuan-bi-dai-tu-bao-duong-1-lo-cao-du-bao-lnst-quy-3-dat-hon-2000-ty-dong-188231010155321.chn,10/10/2023 15:53,10/11/2023,trung_tinh,,trung_tinh,duyen
767,SSB,https://cafef.vn/seabank-chinh-thuc-tang-von-dieu-le-len-28450-ty-dong-188250602105211598.chn,6/2/2025 10:52,6/2/2025,trung_tinh,trung_tinh,trung_tinh,nhat_tri
768,TCB,https://cafef.vn/tien-thong-minh-view-bung-no-huy-nl-chia-se-bi-quyet-dan-dau-xu-huong-188250523143235602.chn,5/23/2025 14:54,5/23/2025,trung_tinh,trung_tinh,trung_tinh,nhat_tri
769,FPT,https://cafef.vn/fpt-bat-tay-bo-ke-hoach-phat-trien-quoc-gia-indonesia-day-nhanh-chuyen-doi-so-tai-quoc-gia-van-dao-188250613095310922.chn,6/13/2025 9:52,6/13/2025,trung_tinh,,trung_tinh,duyen
770,SHB,https://cafef.vn/mot-co-phieu-bat-ngo-khop-lenh-hon-tram-trieu-don-vi-188250314114425961.chn,3/14/2025 11:44,3/14/2025,tich_cuc,trung_tinh,trung_tinh,bat_dong_uu_tien_an
771,HPG,https://cafef.vn/hoa-phat-chinh-thuc-khong-bi-an-do-ap-thue-chong-ban-pha-gia-doi-voi-thep-cuon-can-nong-hrc-188250822155852105.chn,8/22/2025 15:59,8/25/2025,,tich_cuc,tich_cuc,an
772,VIC,https://cafef.vn/vingroup-vuot-bidv-tro-thanh-doanh-nghiep-lon-thu-hai-san-chung-khoan-von-hoa-chi-kem-1-ngan-hang-18825041414412619.chn,4/14/2025 14:41,4/14/2025,,trung_tinh,trung_tinh,an
773,VPB,https://cafef.vn/smbc-chuan-bi-dua-nguoi-vao-hdqt-vpbank-ky-ket-hop-dong-gioi-thieu-khach-hang-188240402101307289.chn,4/2/2024 10:11,4/2/2024,,trung_tinh,trung_tinh,an
774,HPG,https://cafef.vn/hoa-phat-vay-no-ky-luc-tien-mat-thap-nhat-15-quy-rot-hon-2-ty-usd-vao-qua-dam-thep-dung-quat-2-188241030225749767.chn,10/31/2024 0:07,10/31/2024,tieu_cuc,,tieu_cuc,duyen
775,HPG,https://cafef.vn/loi-nhuan-nua-dau-nam-gap-4-lan-cung-ky-hoa-phat-manh-tay-chi-106-ty-dong-tra-thu-lao-cho-hdqt-gap-16-lan-ca-nam-2023-188240909074956966.chn,9/9/2024 7:49,9/9/2024,trung_tinh,,trung_tinh,duyen
776,MWG,https://cafef.vn/bach-hoa-xanh-se-chao-ban-rieng-le-toi-da-10-co-phan-ngay-trong-nua-dau-nam-2024-188240118125352364.chn,1/18/2024 12:50,1/18/2024,trung_tinh,,trung_tinh,duyen
777,VCB,https://cafef.vn/loi-nhuan-hon-41000-ty-cua-vietcombank-nam-2023-den-tu-dau-188240131132557341.chn,1/31/2024 13:04,1/31/2024,,tich_cuc,tich_cuc,an
778,VNM,https://cafef.vn/dang-sau-viec-cac-ong-lon-lai-dam-188251031152801989.chn,10/31/2025 16:27,11/3/2025,trung_tinh,,trung_tinh,duyen
779,VJC,https://cafef.vn/vietjet-huy-dong-thanh-cong-2000-ty-dong-tu-kenh-trai-phieu-188250107122510451.chn,1/7/2025 12:25,1/7/2025,trung_tinh,,trung_tinh,duyen
780,HPG,https://cafef.vn/hoa-phat-bao-doanh-thu-9t2024-tang-23-len-hon-4-ty-usd-co-phieu-co-gang-lay-lai-nhung-gi-da-mat-sau-25-thang-188241009183117216.chn,10/9/2024 18:31,10/10/2024,trung_tinh,tich_cuc,tich_cuc,bat_dong_uu_tien_an
781,SAB,https://cafef.vn/cong-ty-bat-dong-san-von-60-ty-vua-chi-2000-ty-dong-tra-co-tuc-co-dong-nha-nuoc-nhan-ve-600-ty-gap-33-lan-von-dau-tu-188240810140405045.chn,8/12/2024 0:01,8/12/2024,trung_tinh,trung_tinh,trung_tinh,nhat_tri
782,VIC,https://cafef.vn/vingroup-muon-do-54-ty-usd-tai-sinh-tuyen-duong-sat-dap-chieu-1-thap-ky-va-ke-hoach-dau-tu-loat-du-an-dinh-hinh-ha-tang-giao-thong-viet-nam-188250721232432462.chn,7/22/2025 0:03,7/22/2025,trung_tinh,,trung_tinh,duyen
783,GVR,https://cafef.vn/vrg-mien-nhiem-mot-nhan-su-cap-cao-188250619153327029.chn,6/19/2025 15:33,6/20/2025,trung_tinh,trung_tinh,trung_tinh,nhat_tri
784,FPT,https://cafef.vn/fpt-software-vua-ky-mot-hop-dong-225-trieu-usd-bang-doanh-so-cua-mot-nam-lanh-dao-khang-dinh-muc-tieu-loi-nhuan-ty-do-khong-con-xa-188241108103123079.chn,11/8/2024 10:33,11/8/2024,,tich_cuc,tich_cuc,an
785,MWG,https://cafef.vn/giai-the-cong-ty-logistics-toan-tin-ong-nguyen-duc-tai-tai-co-cau-hay-da-thoa-uoc-mo-188240512072614044.chn,5/12/2024 7:26,5/13/2024,trung_tinh,,trung_tinh,duyen
786,FPT,https://cafef.vn/chu-tich-truong-gia-binh-uy-tin-thi-truong-chung-khoan-viet-nam-anh-huong-truc-tiep-den-doanh-thu-fpt-188240704090547448.chn,7/4/2024 9:05,7/4/2024,,trung_tinh,trung_tinh,an
787,HPG,https://cafef.vn/xuat-khau-thep-xay-dung-cua-hoa-phat-duoc-du-bao-tang-hon-50-trong-nam-2024-nho-vao-thi-truong-thai-lan-malaysia-188240920104852962.chn,9/20/2024 10:48,9/20/2024,trung_tinh,,trung_tinh,duyen
788,FPT,https://cafef.vn/co-tap-vu-noi-chuyen-toan-cau-hoa-luon-gap-cheo-giay-ve-sinh-va-cach-fpt-chinh-phuc-airbus-hitachi-ai-cung-co-su-menh-giong-het-chu-tich-188231104140437108.chn,11/4/2023 14:04,11/6/2023,,trung_tinh,trung_tinh,an
789,SHB,https://cafef.vn/krungsri-muon-mua-truoc-han-50-von-dieu-le-con-lai-cua-shbfinance-188241105082949732.chn,11/5/2024 8:29,11/5/2024,,trung_tinh,trung_tinh,an
790,HDB,https://cafef.vn/hdbank-hanh-trinh-35-nam-phung-su-va-kien-tao-vi-su-phat-trien-kinh-te-quoc-gia-188240923101513906.chn,9/23/2024 11:22,9/23/2024,trung_tinh,,trung_tinh,duyen
791,MWG,https://cafef.vn/mwg-du-chi-co-tuc-ty-le-20-bo-sung-nganh-nghe-kinh-doanh-bat-dong-san-188260328142147402.chn,3/28/2026 14:34,3/30/2026,,trung_tinh,trung_tinh,an
792,HDB,https://cafef.vn/ty-phu-nguyen-thi-phuong-thao-pham-nhat-vuong-ho-hung-anh-ai-co-sieu-ke-hoach-tham-vong-nhat-viet-nam-188250502235607651.chn,5/3/2025 0:05,5/5/2025,,trung_tinh,trung_tinh,an
793,MSN,https://cafef.vn/cac-co-phieu-lien-quan-ty-phu-nguyen-dang-quang-dong-loat-bien-dong-manh-dieu-gi-dang-xay-ra-188260129153723615.chn,1/29/2026 15:37,1/30/2026,trung_tinh,,trung_tinh,duyen
794,VJC,https://cafef.vn/vietjet-du-kien-chao-ban-50-trieu-co-phieu-rieng-le-188250220071024261.chn,2/20/2025 8:09,2/20/2025,,trung_tinh,trung_tinh,an
795,HPG,https://cafef.vn/tai-san-cua-mot-gia-dinh-ty-phu-viet-giam-gan-3000-ty-sau-tuyen-bo-cua-tong-thong-donald-trump-188250210225703819.chn,2/11/2025 0:01,2/11/2025,,trung_tinh,trung_tinh,an
796,VPB,https://cafef.vn/nhung-con-so-khung-cua-giai-chay-vpim-2023-188231012121404351.chn,10/12/2023 13:30,10/12/2023,trung_tinh,,trung_tinh,duyen
797,HDB,https://cafef.vn/vdsc-du-bao-loi-nhuan-hdbank-vuot-moc-27000-ty-roe-len-gan-26-trong-nam-2026-188260121170406219.chn,1/21/2026 17:03,1/22/2026,trung_tinh,,trung_tinh,duyen
798,VIC,https://cafef.vn/bom-tan-cua-vinfast-80000-ty-dong-no-vay-co-kha-nang-duoc-xoa-18825112622435417.chn,11/27/2025 0:02,11/27/2025,trung_tinh,,trung_tinh,duyen
799,GVR,https://cafef.vn/doanh-nghiep-viet-nam-de-nghi-lao-ho-tro-xu-ly-nan-trom-cap-188250318225746739.chn,3/19/2025 0:08,3/19/2025,trung_tinh,trung_tinh,trung_tinh,nhat_tri
800,FPT,https://cafef.vn/ky-su-ai-data-tai-fpt-co-thu-nhap-len-den-10-ty-dongnam-gap-doi-tong-giam-doc-tap-doan-188240614141439704.chn,6/14/2024 14:17,6/14/2024,,trung_tinh,trung_tinh,an
801,BCM,https://cafef.vn/nhom-co-phieu-bat-dong-san-tinh-binh-duong-day-song-loat-doanh-nghiep-becamex-tang-kich-tran-188250310143833978.chn,3/10/2025 14:38,3/10/2025,trung_tinh,,trung_tinh,duyen
802,FPT,https://cafef.vn/fpt-bay-gan-1-ty-usd-von-hoa-tu-dau-nam-chuyen-gi-dang-xay-ra-18825031223365341.chn,3/13/2025 0:06,3/13/2025,,trung_tinh,trung_tinh,an
803,HPG,https://cafef.vn/hoa-phat-hpg-lai-gan-3000-ty-dong-trong-quy-42023-188240122123740688.chn,1/22/2024 12:38,1/22/2024,tich_cuc,,tich_cuc,duyen
804,FPT,https://cafef.vn/fpt-mo-chuong-trinh-dao-tao-nhan-luc-nganh-o-to-sinh-vien-chi-can-hoc-2-nam-70-la-thuc-hanh-tuyen-sinh-ngay-thang-sau-188250225153106053.chn,2/25/2025 15:31,2/26/2025,trung_tinh,,trung_tinh,duyen
805,SAB,https://cafef.vn/sabeco-sap-chi-gan-3848-ty-dong-tra-co-tuc-con-lai-nam-2024-188250507155440493.chn,5/7/2025 16:03,5/8/2025,trung_tinh,tich_cuc,tich_cuc,bat_dong_uu_tien_an
806,POW,https://cafef.vn/chinh-thuc-van-hanh-thuong-mai-du-an-dien-khi-lng-14-ty-usd-dau-tien-tai-viet-nam-188260106100851693.chn,1/6/2026 10:09,1/6/2026,trung_tinh,,trung_tinh,duyen
807,GAS,https://cafef.vn/pvn-pv-gas-vnvc-vietnam-airlines-ky-loat-hop-tac-cung-cac-tap-doan-nga-truoc-su-chung-kien-cua-tong-bi-thu-to-lam-va-tong-thong-vladimir-putin-188250511120906537.chn,5/11/2025 12:11,5/12/2025,trung_tinh,,trung_tinh,duyen
808,VIC,https://cafef.vn/vingroup-se-kien-toi-cung-le-trung-khoa-chi-la-buoc-khoi-dau-sap-toi-se-co-nhieu-vu-kien-nua-o-duc-my-canada-188251111125557129.chn,11/11/2025 12:55,11/11/2025,trung_tinh,,trung_tinh,duyen
809,SHB,https://cafef.vn/co-dong-shb-lien-tuc-don-tin-vui-von-hoa-cham-moc-3-ty-usd-ngay-198-chot-danh-sach-nhan-them-co-tuc-ty-le-13-188250804122733929.chn,8/4/2025 12:27,8/4/2025,trung_tinh,tich_cuc,tich_cuc,bat_dong_uu_tien_an
810,MWG,https://cafef.vn/the-gioi-di-dong-dat-ke-hoach-loi-nhuan-tang-truong-30-trong-nam-2026-188260130173234429.chn,1/30/2026 17:32,2/2/2026,trung_tinh,trung_tinh,trung_tinh,nhat_tri
811,HDB,https://cafef.vn/lan-dau-tien-trong-lich-su-cac-dn-cua-6-ty-phu-do-la-viet-nam-nop-ngan-sach-len-toi-112000-ty-dong-vuot-xa-ong-lon-nha-nuoc-pvn-188250627111731718.chn,6/27/2025 11:20,6/27/2025,trung_tinh,trung_tinh,trung_tinh,nhat_tri
812,VIC,https://cafef.vn/vingroup-bao-dam-cho-15000-ty-dong-trai-phieu-do-vinhomes-phat-hanh-188250814181301877.chn,8/14/2025 21:59,8/15/2025,trung_tinh,,trung_tinh,duyen
813,FPT,https://cafef.vn/bat-tay-voi-nvidia-chi-200-trieu-usd-xay-cac-ai-factory-voi-he-thong-sieu-may-tinh-ong-truong-gia-binh-mo-viet-nam-co-35-cong-nhan-ai-188240423141809196.chn,4/23/2024 14:17,4/23/2024,,trung_tinh,trung_tinh,an
814,MSN,https://cafef.vn/cfo-wincommerce-he-lo-tuyet-chieu-nguoc-dong-tu-lo-4000-ty-len-mat-dat-ma-khong-phai-lam-dep-so-lieu-188251125133029298.chn,11/25/2025 13:30,11/25/2025,,trung_tinh,trung_tinh,an
815,GVR,https://cafef.vn/tap-doan-cao-su-gvr-muon-nang-co-tuc-tien-mat-len-1600-ty-188250528103253215.chn,5/28/2025 10:32,5/28/2025,tich_cuc,trung_tinh,trung_tinh,bat_dong_uu_tien_an
816,FPT,https://cafef.vn/van-cuoc-lich-su-dau-tien-cua-fpt-truoc-ai-di-vay-ngan-hang-1-trieu-usd-vao-nam-1998-de-theo-duoi-tran-chien-moi-sang-an-do-de-tim-chan-kinh-188240720172200439.chn,7/20/2024 17:21,7/22/2024,,trung_tinh,trung_tinh,an
817,FPT,https://cafef.vn/co-phieu-fpt-lap-dinh-moi-gia-tri-tap-doan-cao-ky-luc-tai-san-cua-dan-lanh-dao-khai-quoc-cong-than-tang-them-hang-nghin-ty-188240425151959431.chn,4/25/2024 15:24,4/26/2024,trung_tinh,trung_tinh,trung_tinh,nhat_tri
818,VIB,https://cafef.vn/vib-dang-tim-doi-tac-chien-luoc-nuoc-ngoai-moi-188250327110646303.chn,3/27/2025 11:06,3/27/2025,trung_tinh,,trung_tinh,duyen
819,HPG,https://cafef.vn/hoa-phat-hpg-don-dap-don-tin-vui-khoi-ngoai-tro-lai-gom-hang-188231106231036703.chn,11/7/2023 0:05,11/7/2023,tich_cuc,,tich_cuc,duyen
820,TCB,https://cafef.vn/me-cach-gioi-tre-ngay-nay-khoi-dong-nam-moi-cuc-vui-ma-chang-so-hao-vi-188240306075539121.chn,3/6/2024 8:00,3/6/2024,trung_tinh,trung_tinh,trung_tinh,nhat_tri
821,STB,https://cafef.vn/quy-ngoai-quy-mo-21000-ty-tiet-lo-ly-do-dat-cuoc-lon-vao-co-phieu-ngan-hang-vua-vuot-dinh-188241225153758346.chn,12/25/2024 15:37,12/26/2024,,trung_tinh,trung_tinh,an
822,VIC,https://cafef.vn/vingroup-cua-ty-phu-pham-nhat-vuong-vuot-qua-vietcombank-tro-lai-vi-tri-so-1-san-chung-khoan-188250917145954344.chn,9/17/2025 14:59,9/17/2025,tich_cuc,,tich_cuc,duyen
823,VHM,https://cafef.vn/quy-etf-ngoai-quy-mo-gan-11000-ty-them-moi-baf-du-kien-ban-manh-2-co-phieu-bluechips-188250614055242329.chn,6/14/2025 5:52,6/16/2025,trung_tinh,,trung_tinh,duyen
824,BCM,https://cafef.vn/co-dong-nha-nuoc-khong-cho-y-kien-thuong-vu-chao-ban-co-phan-cua-becamex-idc-bcm-lai-xit-188250918150651693.chn,9/18/2025 15:06,9/19/2025,tieu_cuc,,tieu_cuc,duyen
825,MWG,https://cafef.vn/mwg-muon-bien-chuoi-dien-may-tai-indonesia-thanh-bieu-tuong-ban-le-moi-cua-dong-nam-a-188251112105516211.chn,11/12/2025 10:55,11/12/2025,,trung_tinh,trung_tinh,an
